id_imovel,bairro,tipo,area_util,quartos,suites,banheiros,vagas,andar,idade_imovel,varanda,piscina,academia,portaria_24h,vista_mar,condominio,iptu,lat,lon,preco_venda
4016,Tijuca,Apartamento,127.6,4,0,5,1,27,6,1,0,0,1,0,1315.21,820.5,-22.920673,-43.246765,1138369.61
4017,Humaita,Apartamento,163.5,3,1,4,2,24,7,1,1,0,0,0,1893.21,1758.66,-22.95014,-43.186538,2661406.61
4018,Recreio,Casa,138.7,4,3,4,3,0,12,0,0,1,1,0,231.35,709.7,-23.022683,-43.466382,1469951.65
4019,Copacabana,Apartamento,110.8,2,1,2,2,23,13,1,1,0,1,1,1699.86,1485.08,-22.970996,-43.173939,2894163.24
4020,Engenho Novo,Apartamento,52.1,1,0,1,1,6,9,1,0,0,0,0,695.34,268.86,-22.930475,-43.298489,260591.5
4021,Flamengo,Apartamento,51.9,1,0,3,1,10,15,0,1,1,0,0,1248.14,522.38,-22.932919,-43.174877,687940.35
4022,Botafogo,Apartamento,71.4,3,0,4,1,21,4,0,0,1,1,0,1685.06,754.32,-22.964994,-43.182721,1004039.25
4023,Sao Conrado,Studio/Loft,42.1,1,0,1,1,1,65,0,0,1,0,0,1127.54,444.42,-23.01642,-43.285115,384658.1
4024,Niteroi,Apartamento,176.0,3,2,4,1,29,18,1,1,0,0,0,1094.82,876.34,-22.872828,-43.10458,1490775.46
4025,Madureira,Studio/Loft,60.5,1,0,2,0,21,19,0,1,1,0,0,372.81,206.4,-22.86073,-43.335547,251861.07
4026,Campo Grande,Flat,50.3,2,1,3,1,27,19,1,0,1,1,0,92.23,184.62,-22.91025,-43.551725,188732.55
4027,Meier,Apartamento,101.7,2,0,2,2,29,10,1,0,0,0,0,442.7,500.57,-22.890172,-43.270115,786455.44
4028,Meier,Casa,305.7,4,0,4,1,0,4,0,0,1,0,0,556.02,1625.78,-22.898102,-43.2924,1363854.77
4029,Recreio,Apartamento,122.2,4,3,5,1,20,4,1,1,1,0,1,916.32,471.61,-23.014757,-43.468947,1364789.56
4030,Niteroi,Studio/Loft,36.4,2,1,2,0,5,2,0,1,0,1,0,514.39,255.34,-22.892287,-43.107355,238530.01
4031,Jacarepagua,Apartamento,92.8,2,1,4,2,5,8,1,1,0,1,0,654.32,378.97,-22.946139,-43.388237,605445.79
4032,Barra da Tijuca,Apartamento,86.1,2,1,3,1,28,33,1,0,1,1,1,1284.57,684.91,-22.99456,-43.355395,1120071.84
4033,Sao Cristovao,Cobertura,204.5,3,1,4,0,14,20,1,1,1,1,0,943.12,915.15,-22.905449,-43.217937,1612144.07
4034,Tijuca,Cobertura,195.2,4,0,6,2,7,14,0,0,1,1,1,283.34,1302.46,-22.940768,-43.234622,2500344.48
4035,Copacabana,Flat,53.4,2,0,3,1,5,12,0,1,0,1,0,1180.9,655.92,-22.980412,-43.182994,826663.98
4036,Barra da Tijuca,Apartamento,76.5,2,0,2,0,17,9,1,0,1,1,0,1643.83,517.23,-22.999141,-43.367951,802171.65
4037,Jardim Botanico,Flat,41.4,2,0,4,1,18,6,0,0,0,1,0,1910.21,635.28,-22.968409,-43.222802,757775.79
4038,Centro,Casa,294.9,4,3,6,1,0,34,1,1,0,1,0,549.15,2009.72,-22.894829,-43.171516,2164833.14
4039,Barra da Tijuca,Apartamento,110.6,2,1,4,0,17,40,0,0,0,1,1,1309.03,951.39,-23.008948,-43.366787,1243542.16
4040,Centro,Apartamento,190.7,4,0,4,2,12,14,1,1,0,1,0,902.56,1180.36,-22.904343,-43.166837,1499211.06
4041,Recreio,Apartamento,104.3,2,1,2,0,7,21,1,0,0,1,1,187.55,480.19,-23.010221,-43.475706,1001690.09
4042,Ramos,Casa,165.8,3,0,3,0,0,17,1,0,0,1,0,534.04,440.9,-22.866332,-43.246759,905829.94
4043,Copacabana,Cobertura,176.7,4,0,6,0,4,13,1,0,1,0,0,1320.04,3290.62,-22.96621,-43.176965,2350455.0
4044,Niteroi,Apartamento,91.7,3,0,3,3,1,9,1,0,0,1,0,845.0,383.7,-22.883125,-43.098587,839477.64
4045,Recreio,Apartamento,112.3,2,0,4,1,6,2,0,1,1,0,0,943.02,703.72,-23.023004,-43.4698,811572.23
4046,Humaita,Apartamento,81.6,3,0,4,2,6,28,1,0,0,1,1,2022.07,960.62,-22.975565,-43.194208,1475526.7
4047,Flamengo,Apartamento,50.0,2,0,2,2,5,16,1,0,1,1,0,1599.83,323.48,-22.930562,-43.178936,516756.44
4048,Humaita,Cobertura,169.9,4,0,4,1,12,11,0,0,0,1,0,2230.53,1435.52,-22.963395,-43.189565,2216465.69
4049,Barra da Tijuca,Casa,201.6,3,0,3,1,0,16,0,0,1,0,0,1344.69,1749.81,-23.003445,-43.371983,1965176.39
4050,Engenho Novo,Apartamento,121.0,3,0,4,3,16,9,0,1,0,1,0,753.27,693.8,-22.89949,-43.286058,712591.53
4051,Campo Grande,Cobertura,130.8,4,3,6,2,6,16,1,0,0,0,0,243.39,230.88,-22.902451,-43.567453,411790.77
4052,Meier,Apartamento,100.1,3,0,4,2,17,0,0,0,0,1,0,853.19,251.96,-22.901955,-43.287425,630118.8
4053,Tijuca,Apartamento,98.3,3,2,5,1,21,6,0,0,0,0,0,1072.97,361.51,-22.90659,-43.244684,899837.31
4054,Recreio,Flat,49.1,2,1,4,2,13,0,0,0,0,0,1,1430.27,329.86,-23.017246,-43.480413,504506.5
4055,Centro,Apartamento,71.2,2,0,4,0,15,8,0,0,0,0,0,1018.9,389.26,-22.913174,-43.17868,419872.91
4056,Centro,Apartamento,67.0,2,0,4,2,18,10,1,0,0,0,0,593.25,236.23,-22.896659,-43.173717,557917.43
4057,Jardim Botanico,Apartamento,95.2,3,0,4,2,11,0,1,0,0,0,0,2294.01,1198.57,-22.966138,-43.227956,1497740.83
4058,Campo Grande,Apartamento,141.3,4,0,5,1,11,2,0,0,0,0,0,466.82,562.25,-22.906313,-43.55815,434261.3
4059,Barra da Tijuca,Apartamento,145.3,4,0,5,2,7,65,1,0,0,0,0,1275.3,1195.11,-23.007578,-43.356849,954434.43
4060,Madureira,Studio/Loft,28.7,1,0,1,0,20,10,0,0,1,0,0,697.84,52.19,-22.873291,-43.336313,144830.99
4061,Campo Grande,Flat,52.5,1,0,1,1,20,20,0,0,0,1,0,480.76,174.97,-22.894608,-43.568789,169410.46
4062,Engenho Novo,Cobertura,102.1,2,1,3,2,17,8,0,0,0,0,0,529.59,603.98,-22.915169,-43.270152,620226.05
4063,Lagoa,Apartamento,94.0,2,0,3,0,27,25,0,0,1,0,0,1950.07,1242.62,-22.968259,-43.212582,2019050.88
4064,Vila Isabel,Apartamento,114.3,3,2,4,0,7,3,0,0,0,0,0,837.93,1128.39,-22.924522,-43.259397,853207.34
4065,Copacabana,Flat,81.5,3,2,4,0,20,7,0,0,1,1,0,1833.91,789.88,-22.959707,-43.184209,1391040.01
4066,Madureira,Apartamento,44.0,2,0,4,1,8,40,0,1,0,1,0,357.33,136.4,-22.882021,-43.336709,148678.09
4067,Gavea,Apartamento,58.2,1,0,3,1,13,12,1,0,0,1,0,1931.66,794.9,-22.984346,-43.224609,958194.05
4068,Meier,Apartamento,95.3,3,0,5,2,9,30,0,0,0,1,0,489.92,223.16,-22.909178,-43.285396,419266.42
4069,Niteroi,Apartamento,47.1,2,0,3,0,1,9,1,0,1,0,0,510.93,254.1,-22.893889,-43.095427,296851.12
4070,Botafogo,Apartamento,96.4,3,0,3,3,16,11,1,0,0,1,0,1491.38,1118.31,-22.94409,-43.175892,1273925.19
4071,Barra da Tijuca,Apartamento,115.5,3,1,4,0,24,12,0,0,1,1,0,690.01,793.21,-22.994948,-43.364157,1247069.82
4072,Sao Cristovao,Cobertura,140.5,3,0,4,2,30,15,1,0,0,0,0,715.62,901.31,-22.893934,-43.228571,941972.61
4073,Barra da Tijuca,Apartamento,94.9,3,2,5,1,16,3,1,0,0,1,1,780.23,913.39,-22.994894,-43.376948,1690003.76
4074,Botafogo,Flat,40.6,1,0,1,0,22,20,0,0,1,1,0,1329.94,258.57,-22.9602,-43.171319,543273.53
4075,Leblon,Apartamento,156.0,3,2,3,3,2,8,1,0,0,1,0,1776.83,3426.64,-22.981841,-43.218099,4491436.09
4076,Barra da Tijuca,Apartamento,97.8,2,1,3,2,1,16,1,0,1,1,0,1060.49,939.79,-22.989379,-43.387034,880585.54
4077,Sao Cristovao,Casa,149.9,4,3,4,2,0,18,1,0,1,1,0,864.91,703.53,-22.90182,-43.226409,1000038.98
4078,Tijuca,Apartamento,54.8,1,0,2,1,22,0,1,1,1,1,0,642.33,343.01,-22.913579,-43.236667,570128.25
4079,Lagoa,Cobertura,252.1,4,1,4,1,15,4,0,0,0,1,0,2228.07,4926.19,-22.97087,-43.211805,4655888.72
4080,Recreio,Cobertura,353.9,5,4,7,0,7,2,1,0,0,0,0,1051.09,1119.65,-23.019594,-43.467427,3319930.01
4081,Barra da Tijuca,Apartamento,66.1,1,0,1,0,15,4,0,0,1,1,1,725.21,670.55,-23.010066,-43.368047,839753.26
4082,Gavea,Apartamento,75.5,3,1,4,1,9,32,0,1,0,0,0,2320.22,1196.8,-22.980316,-43.237528,1266775.31
4083,Engenho Novo,Flat,45.6,2,0,2,2,8,0,1,1,1,1,0,653.53,244.6,-22.900432,-43.264358,259619.69
4084,Jardim Botanico,Cobertura,379.2,5,3,6,1,20,2,0,1,0,0,0,2296.61,5756.19,-22.9718,-43.23888,6929170.69
4085,Tijuca,Casa,84.7,2,1,4,2,0,12,1,0,0,0,0,1008.23,751.33,-22.907035,-43.233357,765790.55
4086,Niteroi,Apartamento,150.5,3,2,3,2,20,8,0,1,0,0,0,833.16,858.87,-22.884311,-43.105942,1436313.24
4087,Tijuca,Apartamento,77.4,2,0,4,2,6,0,0,1,0,0,0,1104.12,628.57,-22.911407,-43.241538,655058.18
4088,Vila Isabel,Apartamento,87.5,3,0,3,2,27,1,1,0,0,1,0,829.41,517.47,-22.917717,-43.250926,718786.57
4089,Ipanema,Apartamento,78.5,2,0,4,0,10,15,1,0,1,0,1,2019.84,1054.12,-23.002309,-43.20903,1952842.81
4090,Botafogo,Casa,222.8,5,4,6,2,0,10,0,0,0,1,0,1150.88,2384.6,-22.954111,-43.17764,4044261.56
4091,Copacabana,Apartamento,67.2,2,1,4,2,19,1,0,0,1,0,1,1188.3,758.3,-22.976876,-43.18612,1552174.29
4092,Madureira,Flat,71.7,3,2,3,3,21,11,1,0,1,1,0,259.96,316.35,-22.876518,-43.347378,310827.66
4093,Centro,Flat,72.4,2,0,4,0,16,19,0,1,1,0,0,931.91,500.27,-22.916842,-43.162806,584692.11
4094,Botafogo,Apartamento,60.7,2,1,3,2,10,1,1,1,0,0,0,2094.6,450.39,-22.956197,-43.171735,1009738.59
4095,Flamengo,Studio/Loft,44.9,1,0,1,0,28,12,0,0,1,1,0,1238.01,395.55,-22.929321,-43.180901,464530.82
4096,Sao Conrado,Studio/Loft,34.8,1,0,3,0,3,10,1,0,1,1,1,1703.04,265.19,-22.985284,-43.277445,459224.81
4097,Vila Isabel,Apartamento,91.9,2,0,3,1,11,24,0,0,1,1,0,566.65,381.36,-22.916166,-43.260934,542679.5
4098,Sao Cristovao,Apartamento,165.6,4,2,6,2,4,19,1,1,0,0,0,1064.83,840.8,-22.901896,-43.219016,824765.16
4099,Meier,Flat,46.5,1,0,1,0,18,18,1,0,1,0,0,949.61,228.19,-22.923673,-43.291496,279047.08
4100,Niteroi,Apartamento,130.4,4,2,4,0,17,28,0,0,1,1,0,492.69,1067.43,-22.867163,-43.109857,923053.53
4101,Jardim Botanico,Apartamento,108.1,2,1,4,2,14,37,1,0,0,1,0,1624.3,1347.62,-22.958176,-43.221126,2072215.73
4102,Meier,Apartamento,83.3,2,0,3,0,30,0,1,1,1,0,0,505.57,461.3,-22.907555,-43.288782,525942.51
4103,Tijuca,Flat,60.3,1,0,1,0,24,50,1,0,0,0,0,982.18,469.44,-22.919717,-43.240292,387459.45
4104,Jardim Botanico,Apartamento,99.4,2,1,4,1,16,4,1,0,0,0,0,2429.13,1486.62,-22.970477,-43.223014,1736426.22
4105,Niteroi,Cobertura,146.7,3,2,3,2,24,4,1,0,0,1,0,972.82,866.05,-22.892411,-43.115922,1550052.36
4106,Copacabana,Casa,152.2,4,2,4,2,0,2,1,0,0,1,1,1097.83,1330.94,-22.974276,-43.18044,2803794.03
4107,Engenho Novo,Apartamento,59.2,1,0,2,1,30,4,1,1,1,1,0,498.08,363.76,-22.903834,-43.283641,317553.48
4108,Engenho Novo,Apartamento,80.6,3,0,3,3,20,9,1,0,0,1,0,607.3,365.62,-22.90778,-43.262774,441549.4
4109,Niteroi,Casa,366.3,4,3,6,3,0,6,0,1,0,0,0,1261.78,2854.82,-22.88474,-43.088439,3136101.22
4110,Jacarepagua,Apartamento,113.5,3,1,4,2,28,0,1,0,1,0,0,361.5,570.27,-22.955487,-43.366552,884820.66
4111,Sao Conrado,Apartamento,50.7,2,1,4,1,16,0,1,0,0,0,0,1256.99,543.17,-23.008879,-43.279753,578031.54
4112,Centro,Apartamento,80.7,2,1,3,1,27,5,1,0,1,1,0,499.33,449.19,-22.896852,-43.181304,660010.93
4113,Madureira,Apartamento,98.8,3,2,3,1,10,8,1,0,1,1,0,473.61,255.58,-22.879394,-43.3404,432738.16
4114,Jacarepagua,Studio/Loft,45.8,2,1,3,0,14,8,1,0,1,0,0,545.63,232.34,-22.963579,-43.371042,347159.03
4115,Madureira,Apartamento,69.4,2,0,3,1,22,4,1,0,0,0,0,389.88,232.32,-22.864648,-43.331952,320079.99
4116,Humaita,Flat,40.4,1,0,3,1,17,4,0,0,0,1,0,661.37,323.28,-22.952247,-43.19379,594429.61
4117,Vila Isabel,Casa,195.0,4,0,4,2,0,16,1,0,1,1,0,858.07,1504.4,-22.923193,-43.280895,1291000.23
4118,Santa Teresa,Apartamento,113.0,3,1,5,1,11,3,0,0,1,0,0,1117.21,460.94,-22.927896,-43.182812,1054573.98
4119,Sao Conrado,Cobertura,238.8,4,2,5,2,20,6,1,0,1,1,1,1436.79,2530.51,-23.002199,-43.286001,4599631.66
4120,Jacarepagua,Apartamento,63.2,1,0,3,0,5,40,0,0,0,1,0,728.21,361.33,-22.949234,-43.37562,350733.33
4121,Campo Grande,Cobertura,406.6,4,1,5,3,1,14,1,0,1,1,0,432.99,1072.1,-22.894986,-43.560137,1632256.36
4122,Madureira,Flat,53.7,1,0,3,1,17,21,1,0,1,1,0,114.29,169.25,-22.880457,-43.346697,230790.18
4123,Lapa,Cobertura,235.4,4,1,5,1,2,13,1,0,1,1,0,799.71,1637.79,-22.917585,-43.165453,1775642.99
4124,Barra da Tijuca,Apartamento,69.1,2,0,2,2,1,15,1,0,1,1,1,971.9,927.26,-23.009089,-43.364222,972955.42
4125,Campo Grande,Apartamento,140.1,4,2,4,0,29,22,1,0,0,1,0,368.33,379.97,-22.890868,-43.554343,552603.2
4126,Lagoa,Studio/Loft,43.8,1,0,1,0,12,7,0,1,0,1,1,1879.93,533.41,-22.970091,-43.203219,860976.9
4127,Jacarepagua,Studio/Loft,41.1,1,0,2,0,14,2,0,0,0,0,0,424.5,194.38,-22.963154,-43.383896,296092.3
4128,Recreio,Apartamento,56.8,2,1,4,2,12,2,1,1,0,1,0,974.23,302.62,-23.016407,-43.468891,629071.51
4129,Madureira,Apartamento,139.4,4,2,5,2,26,3,1,1,1,0,0,308.12,164.47,-22.867216,-43.349997,709998.67
4130,Niteroi,Studio/Loft,45.9,2,1,4,2,13,0,1,1,0,0,0,783.66,202.16,-22.886146,-43.104211,406425.0
4131,Ramos,Apartamento,135.1,4,3,5,3,4,26,1,1,1,0,0,257.57,519.73,-22.853544,-43.260867,814981.24
4132,Sao Cristovao,Apartamento,91.3,3,0,5,0,23,1,1,0,1,0,0,328.78,618.03,-22.898294,-43.226858,510651.94
4133,Recreio,Apartamento,87.3,3,2,3,0,8,5,1,0,1,0,0,1114.34,557.17,-23.005471,-43.472189,883944.9
4134,Jacarepagua,Apartamento,83.7,2,1,2,1,10,14,1,1,0,0,0,516.93,372.47,-22.960418,-43.384117,506565.34
4135,Jacarepagua,Apartamento,223.9,5,2,7,0,2,14,1,0,0,0,0,902.23,967.43,-22.957472,-43.370401,1395913.46
4136,Leblon,Apartamento,72.4,3,0,3,0,27,19,0,1,1,1,0,992.06,1756.46,-22.988945,-43.21975,1586778.08
4137,Jacarepagua,Casa,117.3,3,2,5,0,0,6,1,0,1,1,0,538.32,766.01,-22.965639,-43.378703,872952.2
4138,Santa Teresa,Apartamento,77.5,3,2,5,0,23,2,1,0,0,0,0,718.16,344.14,-22.917213,-43.163568,787987.33
4139,Engenho Novo,Apartamento,72.7,2,0,2,2,3,2,1,0,1,1,0,376.22,227.41,-22.917994,-43.287329,439325.56
4140,Madureira,Apartamento,149.0,3,2,3,0,8,4,0,1,1,1,0,858.27,365.05,-22.868333,-43.348549,843242.12
4141,Barra da Tijuca,Casa,108.6,3,0,5,0,0,6,0,1,0,1,0,943.92,873.81,-23.002319,-43.35319,1053530.73
4142,Tijuca,Flat,47.8,1,0,3,0,29,7,1,0,1,0,0,1485.53,229.45,-22.917289,-43.230202,459743.69
4143,Leblon,Cobertura,235.2,4,0,5,2,24,6,1,0,0,1,0,4282.28,3845.0,-22.999549,-43.214629,6492531.51
4144,Barra da Tijuca,Apartamento,149.5,4,3,5,2,11,3,1,0,0,1,0,1195.04,945.49,-22.988849,-43.353314,1855237.95
4145,Recreio,Apartamento,119.7,2,1,3,2,24,18,1,0,1,1,0,1376.62,590.42,-23.031796,-43.459829,1049733.49
4146,Humaita,Apartamento,172.0,4,0,6,0,11,1,0,1,1,0,0,1192.19,2861.76,-22.943661,-43.198869,2871590.07
4147,Leblon,Apartamento,103.4,3,0,4,3,4,9,1,0,1,0,0,1983.03,686.33,-22.983287,-43.224875,3039765.72
4148,Meier,Apartamento,83.0,3,0,3,1,16,16,1,0,0,1,0,589.84,448.83,-22.899787,-43.278577,443042.26
4149,Recreio,Apartamento,126.7,4,0,6,3,9,17,0,1,1,1,1,1152.97,785.93,-23.018955,-43.4816,1261374.84
4150,Barra da Tijuca,Apartamento,52.1,1,0,3,1,30,1,1,0,0,1,0,1326.21,440.37,-22.999754,-43.370467,648678.11
4151,Humaita,Casa,92.7,3,1,3,1,0,9,1,1,1,1,0,1300.59,987.17,-22.965624,-43.178042,1606183.56
4152,Tijuca,Apartamento,133.0,4,1,5,0,17,16,1,1,1,1,0,1181.81,1225.97,-22.917214,-43.246791,1235167.72
4153,Recreio,Flat,58.0,2,1,3,0,9,0,0,1,1,0,0,772.21,450.01,-23.01504,-43.466909,446563.45
4154,Recreio,Apartamento,132.3,4,0,6,1,25,6,1,0,1,0,0,1157.0,958.93,-23.015201,-43.470491,1271616.73
4155,Tijuca,Flat,44.4,1,0,2,0,26,15,1,1,0,0,0,1366.76,441.11,-22.910225,-43.233762,371090.86
4156,Leblon,Cobertura,344.9,5,4,5,2,24,10,1,0,1,1,1,1952.39,5635.45,-22.995105,-43.23368,13267590.59
4157,Niteroi,Cobertura,278.2,4,3,5,2,30,29,1,0,1,0,0,750.12,1765.67,-22.882344,-43.099268,2246921.47
4158,Ipanema,Studio/Loft,37.7,2,1,2,2,17,4,1,1,0,0,1,2114.01,634.56,-22.995704,-43.223096,1176012.15
4159,Recreio,Apartamento,97.8,2,1,3,2,11,14,1,1,0,1,0,586.48,440.64,-23.009254,-43.473596,953958.06
4160,Botafogo,Apartamento,103.4,2,0,2,1,21,42,0,0,1,1,0,1816.86,1271.37,-22.942443,-43.177047,1100560.25
4161,Jacarepagua,Apartamento,63.9,2,1,4,0,4,6,0,0,1,0,0,673.77,361.54,-22.962587,-43.375873,420192.97
4162,Gavea,Cobertura,192.3,4,1,6,1,29,21,0,0,0,0,0,1911.4,3114.06,-22.96939,-43.22923,3183057.88
4163,Santa Teresa,Apartamento,102.7,3,1,5,1,25,3,0,0,1,1,0,669.98,908.95,-22.916899,-43.190901,1218340.87
4164,Barra da Tijuca,Apartamento,75.9,3,2,3,3,13,51,0,0,0,0,0,987.56,569.17,-23.01228,-43.357504,669784.23
4165,Sao Cristovao,Casa,103.2,3,0,4,2,0,6,1,0,0,0,0,495.19,493.08,-22.893844,-43.214694,666573.51
4166,Humaita,Apartamento,101.3,3,0,5,3,11,2,0,1,1,0,0,2020.61,1019.07,-22.964841,-43.198228,1700554.16
4167,Leblon,Casa,291.4,4,1,5,1,0,32,1,1,1,1,0,2529.7,7723.12,-22.982635,-43.23701,6712040.2
4168,Barra da Tijuca,Flat,71.8,2,1,2,0,4,23,1,0,0,0,0,1377.57,511.05,-22.992875,-43.367483,678130.78
4169,Tijuca,Apartamento,111.4,3,0,4,3,14,0,0,0,0,0,0,557.82,783.93,-22.921809,-43.228168,1051237.8
4170,Recreio,Studio/Loft,46.6,1,0,2,1,5,6,0,0,1,1,1,862.54,323.28,-23.019122,-43.460889,440842.63
4171,Campo Grande,Apartamento,133.6,4,3,6,0,5,23,1,0,0,1,0,340.82,169.32,-22.890827,-43.565701,517368.88
4172,Engenho Novo,Apartamento,92.9,3,2,3,2,12,0,0,0,1,0,0,472.1,176.09,-22.909284,-43.277019,589691.02
4173,Campo Grande,Flat,32.4,1,0,2,0,21,40,1,0,0,0,0,601.52,131.85,-22.904262,-43.554079,84302.28
4174,Jardim Botanico,Apartamento,143.1,3,1,5,0,4,6,0,0,0,1,0,1874.55,1606.59,-22.979357,-43.217526,3140888.76
4175,Madureira,Apartamento,63.0,2,0,4,0,5,6,1,0,1,0,0,217.59,239.95,-22.870802,-43.332543,271715.98
4176,Tijuca,Apartamento,57.3,2,1,2,0,27,10,0,0,0,1,0,0.0,366.55,-22.916607,-43.226087,434517.31
4177,Vila Isabel,Studio/Loft,28.8,1,0,3,0,28,17,1,0,1,0,0,984.69,126.6,-22.905843,-43.254986,216283.96
4178,Campo Grande,Apartamento,243.1,4,1,6,0,17,10,0,1,0,0,1,397.81,628.87,-22.914707,-43.56027,1094256.38
4179,Meier,Apartamento,107.3,3,0,3,2,7,1,0,0,0,0,0,736.74,601.53,-22.900308,-43.282141,693315.29
4180,Lapa,Casa,125.2,3,2,4,0,0,17,1,0,0,0,0,1396.42,814.68,-22.906687,-43.177816,675558.39
4181,Engenho Novo,Apartamento,68.5,1,0,3,0,24,1,0,0,1,0,0,686.88,509.19,-22.914083,-43.272799,342859.19
4182,Copacabana,Apartamento,90.0,3,0,3,0,5,3,1,0,1,1,0,1770.38,886.55,-22.957823,-43.198517,1333505.57
4183,Engenho Novo,Apartamento,111.8,2,1,2,0,30,16,1,0,1,0,0,513.21,545.1,-22.917408,-43.282979,535511.86
4184,Jacarepagua,Flat,59.0,1,0,3,0,2,1,1,0,0,1,0,784.15,328.62,-22.946043,-43.37492,349397.5
4185,Niteroi,Apartamento,62.1,1,0,1,1,13,2,1,1,1,1,0,733.82,297.94,-22.881888,-43.096234,582947.67
4186,Madureira,Cobertura,245.8,5,1,5,1,11,17,0,1,0,0,0,389.59,657.12,-22.864835,-43.330902,1092752.32
4187,Copacabana,Flat,47.2,2,1,4,2,25,35,1,0,1,0,1,1858.27,406.62,-22.974353,-43.206032,990902.19
4188,Copacabana,Apartamento,136.8,4,0,5,2,30,15,1,0,0,1,0,2352.64,1154.27,-22.983374,-43.177436,2326432.12
4189,Ipanema,Apartamento,92.0,2,1,3,1,23,14,1,0,0,1,0,2071.95,1083.36,-22.984624,-43.20839,2487908.38
4190,Jacarepagua,Studio/Loft,31.4,0,0,1,0,6,54,1,0,0,1,0,385.48,150.03,-22.955521,-43.389827,176685.43
4191,Copacabana,Apartamento,118.6,2,1,3,0,8,43,1,0,1,1,0,1329.71,589.69,-22.975432,-43.192549,1408698.71
4192,Engenho Novo,Cobertura,251.6,5,2,7,2,1,13,1,1,0,0,0,612.89,781.15,-22.912943,-43.291134,1309046.09
4193,Tijuca,Cobertura,186.3,4,2,4,2,4,26,1,0,1,1,0,726.92,1199.08,-22.921536,-43.234718,1728106.79
4194,Centro,Apartamento,120.5,3,2,3,1,8,17,0,1,0,1,0,866.71,659.3,-22.918949,-43.175927,970669.47
4195,Gavea,Apartamento,115.8,2,1,3,0,1,1,0,0,1,1,0,1412.15,1376.92,-22.978773,-43.242907,2425157.92
4196,Jacarepagua,Apartamento,145.6,3,2,3,2,8,2,1,0,0,0,0,683.89,712.15,-22.95902,-43.359646,1338113.37
4197,Copacabana,Apartamento,119.6,3,2,4,2,25,3,1,0,0,0,1,1857.61,1043.12,-22.975337,-43.182586,2549838.55
4198,Lapa,Studio/Loft,36.0,2,1,4,0,7,0,1,1,1,0,0,520.74,219.81,-22.902275,-43.171495,304895.05
4199,Botafogo,Apartamento,45.8,2,1,4,2,30,2,0,0,1,0,0,2007.19,700.43,-22.946489,-43.177887,595563.47
4200,Copacabana,Flat,57.6,2,1,2,0,7,1,1,0,0,1,1,2552.11,784.81,-22.98816,-43.186794,1324064.82
4201,Botafogo,Apartamento,103.2,2,0,2,1,12,38,0,0,0,0,0,1236.63,834.45,-22.952392,-43.176618,956895.74
4202,Madureira,Apartamento,91.9,3,1,4,3,20,39,1,0,0,0,0,558.23,257.0,-22.876551,-43.330737,422636.74
4203,Copacabana,Apartamento,27.0,1,0,2,1,17,6,1,0,0,1,0,2027.67,394.9,-22.977952,-43.179528,429466.07
4204,Vila Isabel,Casa,271.5,4,2,6,1,0,11,1,0,0,1,0,886.87,1502.68,-22.905505,-43.26033,2425590.14
4205,Ramos,Apartamento,62.5,2,0,3,1,6,50,1,0,1,1,0,349.28,190.79,-22.850806,-43.261881,269690.38
4206,Ramos,Studio/Loft,45.1,2,1,2,1,6,17,1,0,0,0,0,630.17,158.74,-22.858847,-43.244062,249219.11
4207,Botafogo,Cobertura,399.0,5,4,7,0,8,5,1,0,1,0,0,1752.91,4058.01,-22.952062,-43.175024,7104756.68
4208,Ipanema,Flat,51.6,2,1,2,0,24,9,0,0,1,1,1,1563.17,785.98,-22.986344,-43.223997,1395905.21
4209,Recreio,Flat,61.4,2,0,4,2,21,7,1,1,1,1,0,404.03,336.02,-23.023276,-43.451076,593269.23
4210,Botafogo,Apartamento,91.2,2,0,2,2,1,29,1,0,0,0,0,1408.96,651.43,-22.953881,-43.173043,1177367.29
4211,Engenho Novo,Cobertura,264.4,4,3,6,3,8,12,1,0,1,0,0,394.3,1021.34,-22.906655,-43.277453,1793853.51
4212,Barra da Tijuca,Apartamento,93.8,3,0,5,1,5,4,0,0,0,1,0,1323.35,809.91,-23.016912,-43.379637,1107856.8
4213,Recreio,Cobertura,183.6,3,1,3,1,23,30,0,0,0,1,0,702.55,1223.58,-23.014448,-43.464395,1771235.48
4214,Copacabana,Studio/Loft,30.3,1,0,3,1,29,46,1,0,1,0,1,1541.21,334.92,-22.9833,-43.198228,502565.07
4215,Tijuca,Apartamento,170.0,4,3,6,1,2,19,1,1,0,1,0,872.63,1477.22,-22.918109,-43.223013,1807615.09
4216,Botafogo,Apartamento,107.3,2,0,4,2,10,4,1,1,1,0,0,627.08,808.24,-22.939772,-43.193924,1576911.33
4217,Meier,Studio/Loft,46.8,2,0,2,1,29,6,0,1,1,0,0,599.39,123.7,-22.912233,-43.277502,288917.6
4218,Ipanema,Apartamento,105.6,3,2,4,3,17,0,0,0,1,0,1,1136.68,850.18,-22.989647,-43.197346,4544498.93
4219,Campo Grande,Apartamento,133.0,3,1,4,3,14,2,0,1,1,0,0,451.33,233.72,-22.8944,-43.557955,542275.17
4220,Meier,Apartamento,62.9,2,0,3,2,14,7,1,0,1,0,0,1048.43,329.84,-22.906407,-43.283207,333390.27
4221,Botafogo,Flat,56.2,1,0,3,1,6,38,1,0,0,1,0,2351.19,533.92,-22.954553,-43.173553,611047.65
